# Operational distributed loads, long format (time x station)
# Source     : demo amplitudes scaled in time. Spatial grid aligned with
#              blade_spanwise_distribution.dat (spanwise_pos, radial_pos).
# Convention : SI units (s, m, N, N*m). Per-unit-span quantities use "/m".
# Datum      : section frame; q_y is flapwise, q_z is edgewise, m_x is twist per unit span.
# Layout     : long format. Each row is one (t, z) sample; t advances slowest.
#
# Schema (in column order):
#   t_s            [s]       time
#   spanwise_pos   [m]       spanwise position z
#   radial_pos     [m]       radial position r from rotor centre
#   q_y_Npm        [N/m]     distributed flapwise force per unit span
#   q_z_Npm        [N/m]     distributed edgewise force per unit span
#   m_x_Nmpm       [N*m/m]   distributed twisting moment per unit span
#
# units: s, m, m, N/m, N/m, N*m/m
       t_s   spanwise_pos     radial_pos          q_y_Npm          q_z_Npm         m_x_Nmpm
     1.000       6.105000     7.48000000          406.981          202.879           51.577
     1.000       6.160000     7.53500000          400.703          200.048           50.904
     1.000       6.215000     7.59000000          394.450          197.224           50.232
     1.000       6.270000     7.64500000          388.222          194.406           49.560
     1.000       6.325000     7.70000000          382.020          191.596           48.888
     1.000       6.380000     7.75500000          375.844          188.792           48.217
     1.000       6.435000     7.81000000          369.693          185.996           47.547
     1.000       6.490000     7.86500000          363.569          183.207           46.877
     1.000       6.545000     7.92000000          357.472          180.425           46.208
     1.000       6.600000     7.97500000          351.403          177.650           45.540
     1.000       6.655000     8.03000000          345.360          174.884           44.872
     1.000       6.710000     8.08500000          339.346          172.124           44.204
     1.000       6.765000     8.14000000          333.359          169.373           43.538
     1.000       6.820000     8.19500000          327.402          166.629           42.872
     1.000       6.875000     8.25000000          321.474          163.894           42.206
     1.000       6.930000     8.30500000          315.575          161.167           41.541
     1.000       6.985000     8.36000000          309.706          158.448           40.877
     1.000       7.040000     8.41500000          303.868          155.738           40.214
     1.000       7.095000     8.47000000          298.061          153.036           39.551
     1.000       7.150000     8.52500000          292.285          150.343           38.889
     1.000       7.205000     8.58000000          286.541          147.659           38.228
     1.000       7.260000     8.63500000          280.830          144.984           37.568
     1.000       7.315000     8.69000000          275.152          142.319           36.908
     1.000       7.370000     8.74500000          269.507          139.662           36.249
     1.000       7.425000     8.80000000          263.897          137.016           35.591
     1.000       7.480000     8.85500000          258.322          134.380           34.934
